,Area,R_c,Concavidad,E_coul_cent,E_coul_vert_1,E_coul_vert_2,E_coul_vert_3,L_max/L_min,R_c / R_max,E_coul/E_coul_max,D_E_Coul,E_u
0,0.8835726798203986,26.44907503131509,21.377135698156728,0.06050027721532149,0.012465995218412355,0.029797957404783946,0.018027769328918197,2.1688025543525487,0.9809232217818369,0.21332286723520874,0.03563343203456778,0.02201457188937922
1,0.5741814619880637,25.26117470347165,20.413066097365494,0.05558425302998645,0.01250257679824139,0.03175230644492774,0.01761828364591609,2.091745349107627,0.9368672759552145,0.2139488651888737,0.03058781002978857,0.05289173030567851
2,3.774047108784878,26.129298528034738,25.008864710650172,0.03524527684102312,0.013013310424790085,0.05843721950665237,0.016334468380329415,2.0932656548231585,0.9690635935159521,0.2225383817590984,0.00968906218165359,0.45213437236532955
3,2.3057693956842265,26.963450802266276,22.961229525507875,0.08115722187024521,0.01285622359232657,0.043038716553558044,0.01751423416013622,2.134715846329558,1.0,0.21985206687449382,0.11754066927250577,4.5433391303617245
4,3.6879092356912757,24.98596396968642,23.540206348913276,0.00402039669251962,0.012867972271694884,0.05136503260505667,0.01766696474407638,2.225892699290694,0.8996708100190585,0.22005297901822096,0.04634702718706912,0.9312161205744509
5,2.372389695206975,25.9058403090861,22.844817574394693,0.029839305388641945,0.012652316372145462,0.05234626744253159,0.016512213422663773,2.1447981146218296,0.9327928417481173,0.21636508459812723,0.0005540741634321169,0.09270070259672006
6,4.909086885787724,26.259588362698008,26.005660319717624,0.024244215367805397,0.013094476743832966,0.05212762243079726,0.01638991268776424,2.3466087359538803,0.9455302649798889,0.22392639301092687,0.0010991546134015298,0.095809427225722
7,4.4062485364930595,24.688601957410768,24.147696512032546,0.02361572147670966,0.01309715208818037,0.04426136074440112,0.015913628568242976,2.628774431337698,0.8889636816978336,0.2239721436141389,0.0022584180605134175,0.1303982198753975
8,3.0208695647374864,24.325932339103748,23.978979347149647,0.02977930206331759,0.012953986209613272,0.047286244748673115,0.016375876700126777,2.6153316647108933,0.9021817169284265,0.22152388856608063,0.0019302530020364698,0.1368118114367634
9,2.216948055501867,26.03931633877932,25.822790088346338,0.029925065139985788,0.013403424399648768,0.03262313398749675,0.01691513770682996,2.97146509998739,0.9657264023709723,0.22936451311005565,0.005772200538257733,0.9996273326707876
10,4.750481423137659,25.78371193228861,24.550818365837138,0.011072160767298375,0.01388660174252181,0.05847670106129026,0.016016858899207374,2.5293426114666135,0.9283953593931035,0.23747238627512635,0.004282229211438641,0.16963551602899687
