,Area,R_c,Concavidad,E_coul_cent,E_coul_vert_1,E_coul_vert_2,E_coul_vert_3,L_max/L_min,R_c / R_max,E_coul/E_coul_max,D_E_Coul,E_u
0,9.060374823561675,24.99082703505053,21.088224224071023,0.04279115081826182,0.014314124669847982,0.0020644846564661723,0.003353149924803941,2.9319669111996904,0.8445513047871104,0.36193502888581286,0.013688351013037498,1.100238854921682
1,14.499504494228937,26.12059358822093,23.544406033207547,0.03900819426759709,0.013343351152755069,0.0021923425532987617,0.002685101593584406,2.979491457895706,0.8827311463444416,0.33738885864805307,0.012746843341481674,2.0238571577849997
2,35.901730642880324,26.72456832603937,24.70512029624122,0.0206522540605819,0.010257208907213001,0.005844203430522522,0.000923390456299599,3.630789469560195,0.9031421416335371,0.08998754746314754,0.005511086515274604,0.28294982393392853
3,39.74696038712105,25.969286323224367,24.749043451415428,0.01059223414459342,0.0094686495698344,0.008871181818070532,0.0024551553625789917,3.4315446460866057,0.8776178002395931,0.08306943538784752,0.001119603439200808,1.0879396677701494
4,37.377227530135265,24.31456120672894,23.47500657713107,0.021100651860825558,0.006448833083562412,0.0395488790181841,0.0007442317546460874,1.889359282574036,0.8216972717096581,0.1630598197384385,0.03715503734280174,9.774286691284955
5,39.029726127002625,24.265635606077783,23.066257267348078,0.009677655095763236,0.005971433302144336,0.0015698819410041064,0.0030048217128929447,1.9214552439253711,0.8200438578466644,0.1509886866679266,0.029261644073149014,2.728567016876174
6,32.15633969408545,22.490604355083207,19.776447056903432,0.0030670442120267812,0.010779099327693907,0.008010009994106173,0.002526996330437011,3.088205024187982,0.760057649428559,0.0945661457356817,0.0002611144511889336,1.7069968107155191
7,28.24882909032995,23.452424410208366,21.050644899430146,0.01380642253517458,0.02741661851105429,0.028233143421236423,0.0004972508514310325,5.715423804350126,0.7925618311183876,0.240528810698939,0.00839056872743701,5.419922360384111
8,10.491626906289484,26.102799398409076,20.206396277272255,0.03960650787554202,0.03379042285200933,0.0016773781413580565,0.011211800038902748,2.329143034703576,0.8984028813308885,0.8543964757249605,0.012334686150590747,2.032640270624247
9,9.226970434600423,29.05467017173915,26.992986383308946,0.04050397173889724,0.028912603964678707,0.0018386044926073685,0.0005480791876031544,2.525189810940964,1.0,0.7310600118750531,0.012523861997802473,1.2303452517763143
10,32.81874178223833,29.590655882474863,28.748135455569557,0.010660111954592022,0.02513079249090271,0.0028952384444638148,0.002835892384564121,2.1986781668430018,1.0,0.2204750242018891,0.009211977500285252,0.19596608829944295
11,34.53850524509824,27.778052040238112,26.28327201939237,0.017551217072003345,0.11398475896249557,0.0026570333647392246,0.0015283435551346658,2.3194169911321456,0.9387440464504787,1.0,0.0024477087892272615,9.796537943627243
12,16.98054740756998,31.055238817902936,30.5680912215982,0.006369643292613975,0.010418976604266982,0.006448209299351557,0.014603216390063033,1.4479994155217826,1.1620482860201686,0.26344556060556007,0.016837844180512325,0.5007610043217254
13,16.480409063299234,27.49887684347392,26.976223374432642,0.0008621076538061784,0.0021574543583520954,0.03121003506401746,0.014666462004542533,4.522239436274504,0.9464529000305597,0.054551593165513584,0.004809112946627459,0.6485029153566602
